6058 lattice points in polytope (module generators)
0 Hilbert basis elements of recession monoid
11 vertices of polyhedron
0 extreme rays of recession cone
 13  6 15  2 39 1
 13  6 15  3 38 1
 13  6 15  4 37 1
 13  6 15  5 36 1
 13  6 15  6 35 1
 13  6 15  7 34 1
 13  6 15  8 33 1
 13  6 15  9 32 1
 13  6 15 10 31 1
 13  6 15 11 30 1
 13  6 15 12 29 1
 13  6 15 13 28 1
 13  6 15 14 27 1
 13  6 15 15 26 1
 13  6 15 16 25 1
 13  6 15 17 24 1
 13  6 15 18 23 1
 13  6 15 19 22 1
 13  6 15 20 21 1
 13  6 16  0 40 1
 13  6 16  1 39 1
 13  6 16  2 38 1
 13  6 16  3 37 1
 13  6 16  4 36 1
 13  6 16  5 35 1
 13  6 16  6 34 1
 13  6 16  7 33 1
 13  6 16  8 32 1
 13  6 16  9 31 1
 13  6 16 10 30 1
 13  6 16 11 29 1
 13  6 16 12 28 1
 13  6 16 13 27 1
 13  6 16 14 26 1
 13  6 16 15 25 1
 13  6 16 16 24 1
 13  6 16 17 23 1
 13  6 16 18 22 1
 13  6 16 19 21 1
 13  6 16 20 20 1
 13  6 17  0 39 1
 13  6 17  1 38 1
 13  6 17  2 37 1
 13  6 17  3 36 1
 13  6 17  4 35 1
 13  6 17  5 34 1
 13  6 17  6 33 1
 13  6 17  7 32 1
 13  6 17  8 31 1
 13  6 17  9 30 1
 13  6 17 10 29 1
 13  6 17 11 28 1
 13  6 17 12 27 1
 13  6 17 13 26 1
 13  6 17 14 25 1
 13  6 17 15 24 1
 13  6 17 16 23 1
 13  6 17 17 22 1
 13  6 17 18 21 1
 13  6 17 19 20 1
 13  6 18  0 38 1
 13  6 18  1 37 1
 13  6 18  2 36 1
 13  6 18  3 35 1
 13  6 18  4 34 1
 13  6 18  5 33 1
 13  6 18  6 32 1
 13  6 18  7 31 1
 13  6 18  8 30 1
 13  6 18  9 29 1
 13  6 18 10 28 1
 13  6 18 11 27 1
 13  6 18 12 26 1
 13  6 18 13 25 1
 13  6 18 14 24 1
 13  6 18 15 23 1
 13  6 18 16 22 1
 13  6 18 17 21 1
 13  6 18 18 20 1
 13  6 18 19 19 1
 13  6 19  0 37 1
 13  6 19  1 36 1
 13  6 19  2 35 1
 13  6 19  3 34 1
 13  6 19  4 33 1
 13  6 19  5 32 1
 13  6 19  6 31 1
 13  6 19  7 30 1
 13  6 19  8 29 1
 13  6 19  9 28 1
 13  6 19 10 27 1
 13  6 19 11 26 1
 13  6 19 12 25 1
 13  6 19 13 24 1
 13  6 19 14 23 1
 13  6 19 15 22 1
 13  6 19 16 21 1
 13  6 19 17 20 1
 13  6 19 18 19 1
 13  6 20  0 36 1
 13  6 20  1 35 1
 13  6 20  2 34 1
 13  6 20  3 33 1
 13  6 20  4 32 1
 13  6 20  5 31 1
 13  6 20  6 30 1
 13  6 20  7 29 1
 13  6 20  8 28 1
 13  6 20  9 27 1
 13  6 20 10 26 1
 13  6 20 11 25 1
 13  6 20 12 24 1
 13  6 20 13 23 1
 13  6 20 14 22 1
 13  6 20 15 21 1
 13  6 20 16 20 1
 13  6 21  0 35 1
 13  6 21  1 34 1
 13  6 21  2 33 1
 13  6 21  3 32 1
 13  6 21  4 31 1
 13  6 21  5 30 1
 13  6 21  6 29 1
 13  6 21  7 28 1
 13  6 21  8 27 1
 13  6 21  9 26 1
 13  6 21 10 25 1
 13  6 21 11 24 1
 13  6 21 12 23 1
 13  6 21 13 22 1
 13  6 21 14 21 1
 13  6 22  0 34 1
 13  6 22  1 33 1
 13  6 22  2 32 1
 13  6 22  3 31 1
 13  6 22  4 30 1
 13  6 22  5 29 1
 13  6 22  6 28 1
 13  6 22  7 27 1
 13  6 22  8 26 1
 13  6 22  9 25 1
 13  6 22 10 24 1
 13  6 22 11 23 1
 13  6 22 12 22 1
 13  6 23  0 33 1
 13  6 23  1 32 1
 13  6 23  2 31 1
 13  6 23  3 30 1
 13  6 23  4 29 1
 13  6 23  5 28 1
 13  6 23  6 27 1
 13  6 23  7 26 1
 13  6 23  8 25 1
 13  6 23  9 24 1
 13  6 23 10 23 1
 13  6 24  0 32 1
 13  6 24  1 31 1
 13  6 24  2 30 1
 13  6 24  3 29 1
 13  6 24  4 28 1
 13  6 24  5 27 1
 13  6 24  6 26 1
 13  6 24  7 25 1
 13  6 24  8 24 1
 13  6 25  0 31 1
 13  6 25  1 30 1
 13  6 25  2 29 1
 13  6 25  3 28 1
 13  6 25  4 27 1
 13  6 25  5 26 1
 13  6 25  6 25 1
 13  7  6  7 42 1
 13  7  6  8 41 1
 13  7  6  9 40 1
 13  7  6 10 39 1
 13  7  6 11 38 1
 13  7  6 12 37 1
 13  7  6 13 36 1
 13  7  6 14 35 1
 13  7  6 15 34 1
 13  7  6 16 33 1
 13  7  6 17 32 1
 13  7  6 18 31 1
 13  7  6 19 30 1
 13  7  6 20 29 1
 13  7  6 21 28 1
 13  7  6 22 27 1
 13  7  6 23 26 1
 13  7  6 24 25 1
 13  7  7  6 42 1
 13  7  7  7 41 1
 13  7  7  8 40 1
 13  7  7  9 39 1
 13  7  7 10 38 1
 13  7  7 11 37 1
 13  7  7 12 36 1
 13  7  7 13 35 1
 13  7  7 14 34 1
 13  7  7 15 33 1
 13  7  7 16 32 1
 13  7  7 17 31 1
 13  7  7 18 30 1
 13  7  7 19 29 1
 13  7  7 20 28 1
 13  7  7 21 27 1
 13  7  7 22 26 1
 13  7  7 23 25 1
 13  7  7 24 24 1
 13  7  8  5 42 1
 13  7  8  6 41 1
 13  7  8  7 40 1
 13  7  8  8 39 1
 13  7  8  9 38 1
 13  7  8 10 37 1
 13  7  8 11 36 1
 13  7  8 12 35 1
 13  7  8 13 34 1
 13  7  8 14 33 1
 13  7  8 15 32 1
 13  7  8 16 31 1
 13  7  8 17 30 1
 13  7  8 18 29 1
 13  7  8 19 28 1
 13  7  8 20 27 1
 13  7  8 21 26 1
 13  7  8 22 25 1
 13  7  8 23 24 1
 13  7  9  4 42 1
 13  7  9  5 41 1
 13  7  9  6 40 1
 13  7  9  7 39 1
 13  7  9  8 38 1
 13  7  9  9 37 1
 13  7  9 10 36 1
 13  7  9 11 35 1
 13  7  9 12 34 1
 13  7  9 13 33 1
 13  7  9 14 32 1
 13  7  9 15 31 1
 13  7  9 16 30 1
 13  7  9 17 29 1
 13  7  9 18 28 1
 13  7  9 19 27 1
 13  7  9 20 26 1
 13  7  9 21 25 1
 13  7  9 22 24 1
 13  7  9 23 23 1
 13  7 10  3 42 1
 13  7 10  4 41 1
 13  7 10  5 40 1
 13  7 10  6 39 1
 13  7 10  7 38 1
 13  7 10  8 37 1
 13  7 10  9 36 1
 13  7 10 10 35 1
 13  7 10 11 34 1
 13  7 10 12 33 1
 13  7 10 13 32 1
 13  7 10 14 31 1
 13  7 10 15 30 1
 13  7 10 16 29 1
 13  7 10 17 28 1
 13  7 10 18 27 1
 13  7 10 19 26 1
 13  7 10 20 25 1
 13  7 10 21 24 1
 13  7 10 22 23 1
 13  7 11  2 42 1
 13  7 11  3 41 1
 13  7 11  4 40 1
 13  7 11  5 39 1
 13  7 11  6 38 1
 13  7 11  7 37 1
 13  7 11  8 36 1
 13  7 11  9 35 1
 13  7 11 10 34 1
 13  7 11 11 33 1
 13  7 11 12 32 1
 13  7 11 13 31 1
 13  7 11 14 30 1
 13  7 11 15 29 1
 13  7 11 16 28 1
 13  7 11 17 27 1
 13  7 11 18 26 1
 13  7 11 19 25 1
 13  7 11 20 24 1
 13  7 11 21 23 1
 13  7 11 22 22 1
 13  7 12  1 42 1
 13  7 12  2 41 1
 13  7 12  3 40 1
 13  7 12  4 39 1
 13  7 12  5 38 1
 13  7 12  6 37 1
 13  7 12  7 36 1
 13  7 12  8 35 1
 13  7 12  9 34 1
 13  7 12 10 33 1
 13  7 12 11 32 1
 13  7 12 12 31 1
 13  7 12 13 30 1
 13  7 12 14 29 1
 13  7 12 15 28 1
 13  7 12 16 27 1
 13  7 12 17 26 1
 13  7 12 18 25 1
 13  7 12 19 24 1
 13  7 12 20 23 1
 13  7 12 21 22 1
 13  7 13  0 42 1
 13  7 13  1 41 1
 13  7 13  2 40 1
 13  7 13  3 39 1
 13  7 13  4 38 1
 13  7 13  5 37 1
 13  7 13  6 36 1
 13  7 13  7 35 1
 13  7 13  8 34 1
 13  7 13  9 33 1
 13  7 13 10 32 1
 13  7 13 11 31 1
 13  7 13 12 30 1
 13  7 13 13 29 1
 13  7 13 14 28 1
 13  7 13 15 27 1
 13  7 13 16 26 1
 13  7 13 17 25 1
 13  7 13 18 24 1
 13  7 13 19 23 1
 13  7 13 20 22 1
 13  7 13 21 21 1
 13  7 14  0 41 1
 13  7 14  1 40 1
 13  7 14  2 39 1
 13  7 14  3 38 1
 13  7 14  4 37 1
 13  7 14  5 36 1
 13  7 14  6 35 1
 13  7 14  7 34 1
 13  7 14  8 33 1
 13  7 14  9 32 1
 13  7 14 10 31 1
 13  7 14 11 30 1
 13  7 14 12 29 1
 13  7 14 13 28 1
 13  7 14 14 27 1
 13  7 14 15 26 1
 13  7 14 16 25 1
 13  7 14 17 24 1
 13  7 14 18 23 1
 13  7 14 19 22 1
 13  7 14 20 21 1
 13  7 15  0 40 1
 13  7 15  1 39 1
 13  7 15  2 38 1
 13  7 15  3 37 1
 13  7 15  4 36 1
 13  7 15  5 35 1
 13  7 15  6 34 1
 13  7 15  7 33 1
 13  7 15  8 32 1
 13  7 15  9 31 1
 13  7 15 10 30 1
 13  7 15 11 29 1
 13  7 15 12 28 1
 13  7 15 13 27 1
 13  7 15 14 26 1
 13  7 15 15 25 1
 13  7 15 16 24 1
 13  7 15 17 23 1
 13  7 15 18 22 1
 13  7 15 19 21 1
 13  7 15 20 20 1
 13  7 16  0 39 1
 13  7 16  1 38 1
 13  7 16  2 37 1
 13  7 16  3 36 1
 13  7 16  4 35 1
 13  7 16  5 34 1
 13  7 16  6 33 1
 13  7 16  7 32 1
 13  7 16  8 31 1
 13  7 16  9 30 1
 13  7 16 10 29 1
 13  7 16 11 28 1
 13  7 16 12 27 1
 13  7 16 13 26 1
 13  7 16 14 25 1
 13  7 16 15 24 1
 13  7 16 16 23 1
 13  7 16 17 22 1
 13  7 16 18 21 1
 13  7 16 19 20 1
 13  7 17  0 38 1
 13  7 17  1 37 1
 13  7 17  2 36 1
 13  7 17  3 35 1
 13  7 17  4 34 1
 13  7 17  5 33 1
 13  7 17  6 32 1
 13  7 17  7 31 1
 13  7 17  8 30 1
 13  7 17  9 29 1
 13  7 17 10 28 1
 13  7 17 11 27 1
 13  7 17 12 26 1
 13  7 17 13 25 1
 13  7 17 14 24 1
 13  7 17 15 23 1
 13  7 17 16 22 1
 13  7 17 17 21 1
 13  7 17 18 20 1
 13  7 17 19 19 1
 13  7 18  0 37 1
 13  7 18  1 36 1
 13  7 18  2 35 1
 13  7 18  3 34 1
 13  7 18  4 33 1
 13  7 18  5 32 1
 13  7 18  6 31 1
 13  7 18  7 30 1
 13  7 18  8 29 1
 13  7 18  9 28 1
 13  7 18 10 27 1
 13  7 18 11 26 1
 13  7 18 12 25 1
 13  7 18 13 24 1
 13  7 18 14 23 1
 13  7 18 15 22 1
 13  7 18 16 21 1
 13  7 18 17 20 1
 13  7 18 18 19 1
 13  7 19  0 36 1
 13  7 19  1 35 1
 13  7 19  2 34 1
 13  7 19  3 33 1
 13  7 19  4 32 1
 13  7 19  5 31 1
 13  7 19  6 30 1
 13  7 19  7 29 1
 13  7 19  8 28 1
 13  7 19  9 27 1
 13  7 19 10 26 1
 13  7 19 11 25 1
 13  7 19 12 24 1
 13  7 19 13 23 1
 13  7 19 14 22 1
 13  7 19 15 21 1
 13  7 19 16 20 1
 13  7 19 17 19 1
 13  7 20  0 35 1
 13  7 20  1 34 1
 13  7 20  2 33 1
 13  7 20  3 32 1
 13  7 20  4 31 1
 13  7 20  5 30 1
 13  7 20  6 29 1
 13  7 20  7 28 1
 13  7 20  8 27 1
 13  7 20  9 26 1
 13  7 20 10 25 1
 13  7 20 11 24 1
 13  7 20 12 23 1
 13  7 20 13 22 1
 13  7 20 14 21 1
 13  7 20 15 20 1
 13  7 21  0 34 1
 13  7 21  1 33 1
 13  7 21  2 32 1
 13  7 21  3 31 1
 13  7 21  4 30 1
 13  7 21  5 29 1
 13  7 21  6 28 1
 13  7 21  7 27 1
 13  7 21  8 26 1
 13  7 21  9 25 1
 13  7 21 10 24 1
 13  7 21 11 23 1
 13  7 21 12 22 1
 13  7 21 13 21 1
 13  7 22  0 33 1
 13  7 22  1 32 1
 13  7 22  2 31 1
 13  7 22  3 30 1
 13  7 22  4 29 1
 13  7 22  5 28 1
 13  7 22  6 27 1
 13  7 22  7 26 1
 13  7 22  8 25 1
 13  7 22  9 24 1
 13  7 22 10 23 1
 13  7 22 11 22 1
 13  7 23  0 32 1
 13  7 23  1 31 1
 13  7 23  2 30 1
 13  7 23  3 29 1
 13  7 23  4 28 1
 13  7 23  5 27 1
 13  7 23  6 26 1
 13  7 23  7 25 1
 13  7 23  8 24 1
 13  7 23  9 23 1
 13  7 24  0 31 1
 13  7 24  1 30 1
 13  7 24  2 29 1
 13  7 24  3 28 1
 13  7 24  4 27 1
 13  7 24  5 26 1
 13  7 24  6 25 1
 13  7 24  7 24 1
 13  8  5  8 41 1
 13  8  5  9 40 1
 13  8  5 10 39 1
 13  8  5 11 38 1
 13  8  5 12 37 1
 13  8  5 13 36 1
 13  8  5 14 35 1
 13  8  5 15 34 1
 13  8  5 16 33 1
 13  8  5 17 32 1
 13  8  5 18 31 1
 13  8  5 19 30 1
 13  8  5 20 29 1
 13  8  5 21 28 1
 13  8  5 22 27 1
 13  8  5 23 26 1
 13  8  5 24 25 1
 13  8  6  7 41 1
 13  8  6  8 40 1
 13  8  6  9 39 1
 13  8  6 10 38 1
 13  8  6 11 37 1
 13  8  6 12 36 1
 13  8  6 13 35 1
 13  8  6 14 34 1
 13  8  6 15 33 1
 13  8  6 16 32 1
 13  8  6 17 31 1
 13  8  6 18 30 1
 13  8  6 19 29 1
 13  8  6 20 28 1
 13  8  6 21 27 1
 13  8  6 22 26 1
 13  8  6 23 25 1
 13  8  6 24 24 1
 13  8  7  6 41 1
 13  8  7  7 40 1
 13  8  7  8 39 1
 13  8  7  9 38 1
 13  8  7 10 37 1
 13  8  7 11 36 1
 13  8  7 12 35 1
 13  8  7 13 34 1
 13  8  7 14 33 1
 13  8  7 15 32 1
 13  8  7 16 31 1
 13  8  7 17 30 1
 13  8  7 18 29 1
 13  8  7 19 28 1
 13  8  7 20 27 1
 13  8  7 21 26 1
 13  8  7 22 25 1
 13  8  7 23 24 1
 13  8  8  5 41 1
 13  8  8  6 40 1
 13  8  8  7 39 1
 13  8  8  8 38 1
 13  8  8  9 37 1
 13  8  8 10 36 1
 13  8  8 11 35 1
 13  8  8 12 34 1
 13  8  8 13 33 1
 13  8  8 14 32 1
 13  8  8 15 31 1
 13  8  8 16 30 1
 13  8  8 17 29 1
 13  8  8 18 28 1
 13  8  8 19 27 1
 13  8  8 20 26 1
 13  8  8 21 25 1
 13  8  8 22 24 1
 13  8  8 23 23 1
 13  8  9  4 41 1
 13  8  9  5 40 1
 13  8  9  6 39 1
 13  8  9  7 38 1
 13  8  9  8 37 1
 13  8  9  9 36 1
 13  8  9 10 35 1
 13  8  9 11 34 1
 13  8  9 12 33 1
 13  8  9 13 32 1
 13  8  9 14 31 1
 13  8  9 15 30 1
 13  8  9 16 29 1
 13  8  9 17 28 1
 13  8  9 18 27 1
 13  8  9 19 26 1
 13  8  9 20 25 1
 13  8  9 21 24 1
 13  8  9 22 23 1
 13  8 10  3 41 1
 13  8 10  4 40 1
 13  8 10  5 39 1
 13  8 10  6 38 1
 13  8 10  7 37 1
 13  8 10  8 36 1
 13  8 10  9 35 1
 13  8 10 10 34 1
 13  8 10 11 33 1
 13  8 10 12 32 1
 13  8 10 13 31 1
 13  8 10 14 30 1
 13  8 10 15 29 1
 13  8 10 16 28 1
 13  8 10 17 27 1
 13  8 10 18 26 1
 13  8 10 19 25 1
 13  8 10 20 24 1
 13  8 10 21 23 1
 13  8 10 22 22 1
 13  8 11  2 41 1
 13  8 11  3 40 1
 13  8 11  4 39 1
 13  8 11  5 38 1
 13  8 11  6 37 1
 13  8 11  7 36 1
 13  8 11  8 35 1
 13  8 11  9 34 1
 13  8 11 10 33 1
 13  8 11 11 32 1
 13  8 11 12 31 1
 13  8 11 13 30 1
 13  8 11 14 29 1
 13  8 11 15 28 1
 13  8 11 16 27 1
 13  8 11 17 26 1
 13  8 11 18 25 1
 13  8 11 19 24 1
 13  8 11 20 23 1
 13  8 11 21 22 1
 13  8 12  1 41 1
 13  8 12  2 40 1
 13  8 12  3 39 1
 13  8 12  4 38 1
 13  8 12  5 37 1
 13  8 12  6 36 1
 13  8 12  7 35 1
 13  8 12  8 34 1
 13  8 12  9 33 1
 13  8 12 10 32 1
 13  8 12 11 31 1
 13  8 12 12 30 1
 13  8 12 13 29 1
 13  8 12 14 28 1
 13  8 12 15 27 1
 13  8 12 16 26 1
 13  8 12 17 25 1
 13  8 12 18 24 1
 13  8 12 19 23 1
 13  8 12 20 22 1
 13  8 12 21 21 1
 13  8 13  0 41 1
 13  8 13  1 40 1
 13  8 13  2 39 1
 13  8 13  3 38 1
 13  8 13  4 37 1
 13  8 13  5 36 1
 13  8 13  6 35 1
 13  8 13  7 34 1
 13  8 13  8 33 1
 13  8 13  9 32 1
 13  8 13 10 31 1
 13  8 13 11 30 1
 13  8 13 12 29 1
 13  8 13 13 28 1
 13  8 13 14 27 1
 13  8 13 15 26 1
 13  8 13 16 25 1
 13  8 13 17 24 1
 13  8 13 18 23 1
 13  8 13 19 22 1
 13  8 13 20 21 1
 13  8 14  0 40 1
 13  8 14  1 39 1
 13  8 14  2 38 1
 13  8 14  3 37 1
 13  8 14  4 36 1
 13  8 14  5 35 1
 13  8 14  6 34 1
 13  8 14  7 33 1
 13  8 14  8 32 1
 13  8 14  9 31 1
 13  8 14 10 30 1
 13  8 14 11 29 1
 13  8 14 12 28 1
 13  8 14 13 27 1
 13  8 14 14 26 1
 13  8 14 15 25 1
 13  8 14 16 24 1
 13  8 14 17 23 1
 13  8 14 18 22 1
 13  8 14 19 21 1
 13  8 14 20 20 1
 13  8 15  0 39 1
 13  8 15  1 38 1
 13  8 15  2 37 1
 13  8 15  3 36 1
 13  8 15  4 35 1
 13  8 15  5 34 1
 13  8 15  6 33 1
 13  8 15  7 32 1
 13  8 15  8 31 1
 13  8 15  9 30 1
 13  8 15 10 29 1
 13  8 15 11 28 1
 13  8 15 12 27 1
 13  8 15 13 26 1
 13  8 15 14 25 1
 13  8 15 15 24 1
 13  8 15 16 23 1
 13  8 15 17 22 1
 13  8 15 18 21 1
 13  8 15 19 20 1
 13  8 16  0 38 1
 13  8 16  1 37 1
 13  8 16  2 36 1
 13  8 16  3 35 1
 13  8 16  4 34 1
 13  8 16  5 33 1
 13  8 16  6 32 1
 13  8 16  7 31 1
 13  8 16  8 30 1
 13  8 16  9 29 1
 13  8 16 10 28 1
 13  8 16 11 27 1
 13  8 16 12 26 1
 13  8 16 13 25 1
 13  8 16 14 24 1
 13  8 16 15 23 1
 13  8 16 16 22 1
 13  8 16 17 21 1
 13  8 16 18 20 1
 13  8 16 19 19 1
 13  8 17  0 37 1
 13  8 17  1 36 1
 13  8 17  2 35 1
 13  8 17  3 34 1
 13  8 17  4 33 1
 13  8 17  5 32 1
 13  8 17  6 31 1
 13  8 17  7 30 1
 13  8 17  8 29 1
 13  8 17  9 28 1
 13  8 17 10 27 1
 13  8 17 11 26 1
 13  8 17 12 25 1
 13  8 17 13 24 1
 13  8 17 14 23 1
 13  8 17 15 22 1
 13  8 17 16 21 1
 13  8 17 17 20 1
 13  8 17 18 19 1
 13  8 18  0 36 1
 13  8 18  1 35 1
 13  8 18  2 34 1
 13  8 18  3 33 1
 13  8 18  4 32 1
 13  8 18  5 31 1
 13  8 18  6 30 1
 13  8 18  7 29 1
 13  8 18  8 28 1
 13  8 18  9 27 1
 13  8 18 10 26 1
 13  8 18 11 25 1
 13  8 18 12 24 1
 13  8 18 13 23 1
 13  8 18 14 22 1
 13  8 18 15 21 1
 13  8 18 16 20 1
 13  8 18 17 19 1
 13  8 18 18 18 1
 13  8 19  0 35 1
 13  8 19  1 34 1
 13  8 19  2 33 1
 13  8 19  3 32 1
 13  8 19  4 31 1
 13  8 19  5 30 1
 13  8 19  6 29 1
 13  8 19  7 28 1
 13  8 19  8 27 1
 13  8 19  9 26 1
 13  8 19 10 25 1
 13  8 19 11 24 1
 13  8 19 12 23 1
 13  8 19 13 22 1
 13  8 19 14 21 1
 13  8 19 15 20 1
 13  8 19 16 19 1
 13  8 20  0 34 1
 13  8 20  1 33 1
 13  8 20  2 32 1
 13  8 20  3 31 1
 13  8 20  4 30 1
 13  8 20  5 29 1
 13  8 20  6 28 1
 13  8 20  7 27 1
 13  8 20  8 26 1
 13  8 20  9 25 1
 13  8 20 10 24 1
 13  8 20 11 23 1
 13  8 20 12 22 1
 13  8 20 13 21 1
 13  8 20 14 20 1
 13  8 21  0 33 1
 13  8 21  1 32 1
 13  8 21  2 31 1
 13  8 21  3 30 1
 13  8 21  4 29 1
 13  8 21  5 28 1
 13  8 21  6 27 1
 13  8 21  7 26 1
 13  8 21  8 25 1
 13  8 21  9 24 1
 13  8 21 10 23 1
 13  8 21 11 22 1
 13  8 21 12 21 1
 13  8 22  0 32 1
 13  8 22  1 31 1
 13  8 22  2 30 1
 13  8 22  3 29 1
 13  8 22  4 28 1
 13  8 22  5 27 1
 13  8 22  6 26 1
 13  8 22  7 25 1
 13  8 22  8 24 1
 13  8 22  9 23 1
 13  8 22 10 22 1
 13  8 23  0 31 1
 13  8 23  1 30 1
 13  8 23  2 29 1
 13  8 23  3 28 1
 13  8 23  4 27 1
 13  8 23  5 26 1
 13  8 23  6 25 1
 13  8 23  7 24 1
 13  8 23  8 23 1
 13  9  4  9 40 1
 13  9  4 10 39 1
 13  9  4 11 38 1
 13  9  4 12 37 1
 13  9  4 13 36 1
 13  9  4 14 35 1
 13  9  4 15 34 1
 13  9  4 16 33 1
 13  9  4 17 32 1
 13  9  4 18 31 1
 13  9  4 19 30 1
 13  9  4 20 29 1
 13  9  4 21 28 1
 13  9  4 22 27 1
 13  9  4 23 26 1
 13  9  4 24 25 1
 13  9  5  8 40 1
 13  9  5  9 39 1
 13  9  5 10 38 1
 13  9  5 11 37 1
 13  9  5 12 36 1
 13  9  5 13 35 1
 13  9  5 14 34 1
 13  9  5 15 33 1
 13  9  5 16 32 1
 13  9  5 17 31 1
 13  9  5 18 30 1
 13  9  5 19 29 1
 13  9  5 20 28 1
 13  9  5 21 27 1
 13  9  5 22 26 1
 13  9  5 23 25 1
 13  9  5 24 24 1
 13  9  6  7 40 1
 13  9  6  8 39 1
 13  9  6  9 38 1
 13  9  6 10 37 1
 13  9  6 11 36 1
 13  9  6 12 35 1
 13  9  6 13 34 1
 13  9  6 14 33 1
 13  9  6 15 32 1
 13  9  6 16 31 1
 13  9  6 17 30 1
 13  9  6 18 29 1
 13  9  6 19 28 1
 13  9  6 20 27 1
 13  9  6 21 26 1
 13  9  6 22 25 1
 13  9  6 23 24 1
 13  9  7  6 40 1
 13  9  7  7 39 1
 13  9  7  8 38 1
 13  9  7  9 37 1
 13  9  7 10 36 1
 13  9  7 11 35 1
 13  9  7 12 34 1
 13  9  7 13 33 1
 13  9  7 14 32 1
 13  9  7 15 31 1
 13  9  7 16 30 1
 13  9  7 17 29 1
 13  9  7 18 28 1
 13  9  7 19 27 1
 13  9  7 20 26 1
 13  9  7 21 25 1
 13  9  7 22 24 1
 13  9  7 23 23 1
 13  9  8  5 40 1
 13  9  8  6 39 1
 13  9  8  7 38 1
 13  9  8  8 37 1
 13  9  8  9 36 1
 13  9  8 10 35 1
 13  9  8 11 34 1
 13  9  8 12 33 1
 13  9  8 13 32 1
 13  9  8 14 31 1
 13  9  8 15 30 1
 13  9  8 16 29 1
 13  9  8 17 28 1
 13  9  8 18 27 1
 13  9  8 19 26 1
 13  9  8 20 25 1
 13  9  8 21 24 1
 13  9  8 22 23 1
 13  9  9  4 40 1
 13  9  9  5 39 1
 13  9  9  6 38 1
 13  9  9  7 37 1
 13  9  9  8 36 1
 13  9  9  9 35 1
 13  9  9 10 34 1
 13  9  9 11 33 1
 13  9  9 12 32 1
 13  9  9 13 31 1
 13  9  9 14 30 1
 13  9  9 15 29 1
 13  9  9 16 28 1
 13  9  9 17 27 1
 13  9  9 18 26 1
 13  9  9 19 25 1
 13  9  9 20 24 1
 13  9  9 21 23 1
 13  9  9 22 22 1
 13  9 10  3 40 1
 13  9 10  4 39 1
 13  9 10  5 38 1
 13  9 10  6 37 1
 13  9 10  7 36 1
 13  9 10  8 35 1
 13  9 10  9 34 1
 13  9 10 10 33 1
 13  9 10 11 32 1
 13  9 10 12 31 1
 13  9 10 13 30 1
 13  9 10 14 29 1
 13  9 10 15 28 1
 13  9 10 16 27 1
 13  9 10 17 26 1
 13  9 10 18 25 1
 13  9 10 19 24 1
 13  9 10 20 23 1
 13  9 10 21 22 1
 13  9 11  2 40 1
 13  9 11  3 39 1
 13  9 11  4 38 1
 13  9 11  5 37 1
 13  9 11  6 36 1
 13  9 11  7 35 1
 13  9 11  8 34 1
 13  9 11  9 33 1
 13  9 11 10 32 1
 13  9 11 11 31 1
 13  9 11 12 30 1
 13  9 11 13 29 1
 13  9 11 14 28 1
 13  9 11 15 27 1
 13  9 11 16 26 1
 13  9 11 17 25 1
 13  9 11 18 24 1
 13  9 11 19 23 1
 13  9 11 20 22 1
 13  9 11 21 21 1
 13  9 12  1 40 1
 13  9 12  2 39 1
 13  9 12  3 38 1
 13  9 12  4 37 1
 13  9 12  5 36 1
 13  9 12  6 35 1
 13  9 12  7 34 1
 13  9 12  8 33 1
 13  9 12  9 32 1
 13  9 12 10 31 1
 13  9 12 11 30 1
 13  9 12 12 29 1
 13  9 12 13 28 1
 13  9 12 14 27 1
 13  9 12 15 26 1
 13  9 12 16 25 1
 13  9 12 17 24 1
 13  9 12 18 23 1
 13  9 12 19 22 1
 13  9 12 20 21 1
 13  9 13  0 40 1
 13  9 13  1 39 1
 13  9 13  2 38 1
 13  9 13  3 37 1
 13  9 13  4 36 1
 13  9 13  5 35 1
 13  9 13  6 34 1
 13  9 13  7 33 1
 13  9 13  8 32 1
 13  9 13  9 31 1
 13  9 13 10 30 1
 13  9 13 11 29 1
 13  9 13 12 28 1
 13  9 13 13 27 1
 13  9 13 14 26 1
 13  9 13 15 25 1
 13  9 13 16 24 1
 13  9 13 17 23 1
 13  9 13 18 22 1
 13  9 13 19 21 1
 13  9 13 20 20 1
 13  9 14  0 39 1
 13  9 14  1 38 1
 13  9 14  2 37 1
 13  9 14  3 36 1
 13  9 14  4 35 1
 13  9 14  5 34 1
 13  9 14  6 33 1
 13  9 14  7 32 1
 13  9 14  8 31 1
 13  9 14  9 30 1
 13  9 14 10 29 1
 13  9 14 11 28 1
 13  9 14 12 27 1
 13  9 14 13 26 1
 13  9 14 14 25 1
 13  9 14 15 24 1
 13  9 14 16 23 1
 13  9 14 17 22 1
 13  9 14 18 21 1
 13  9 14 19 20 1
 13  9 15  0 38 1
 13  9 15  1 37 1
 13  9 15  2 36 1
 13  9 15  3 35 1
 13  9 15  4 34 1
 13  9 15  5 33 1
 13  9 15  6 32 1
 13  9 15  7 31 1
 13  9 15  8 30 1
 13  9 15  9 29 1
 13  9 15 10 28 1
 13  9 15 11 27 1
 13  9 15 12 26 1
 13  9 15 13 25 1
 13  9 15 14 24 1
 13  9 15 15 23 1
 13  9 15 16 22 1
 13  9 15 17 21 1
 13  9 15 18 20 1
 13  9 15 19 19 1
